step,acquired,acquired_from_pool,test_accuracy,test_loss,attempt,weight_decay_used
0,20,0,0.5253,1.62816591796875,1,0.0005
1,30,10,0.6033,1.3791513671875,1,0.0005
2,40,20,0.6269,1.32632412109375,1,0.0005
3,50,30,0.669,1.1802716796875,1,0.0005
4,60,40,0.7121,0.9627890625,1,0.0005
5,70,50,0.7343,0.916917578125,1,0.0005
6,80,60,0.7773,0.8096845703125,1,0.0005
7,90,70,0.7684,0.808029541015625,1,0.0005
8,100,80,0.7975,0.718406591796875,1,0.0005
9,110,90,0.8027,0.705487939453125,1,0.0005
10,120,100,0.8046,0.693974462890625,1,0.0005
11,130,110,0.8181,0.663137744140625,1,0.0005
12,140,120,0.8139,0.66341787109375,1,0.0005
13,150,130,0.8159,0.69298486328125,1,0.0005
14,160,140,0.8311,0.582648388671875,1,0.0005
15,170,150,0.8553,0.509380322265625,1,0.0005
16,180,160,0.8486,0.545315869140625,1,0.0005
17,190,170,0.8541,0.5152685546875,1,0.0005
18,200,180,0.8504,0.550353564453125,1,0.0005
19,210,190,0.851,0.546913232421875,1,0.0005
20,220,200,0.8539,0.5024748046875,1,0.0005
21,230,210,0.8683,0.476097314453125,1,0.0005
22,240,220,0.8553,0.490573291015625,1,0.0005
23,250,230,0.8702,0.4597380859375,1,0.0005
24,260,240,0.8748,0.435358642578125,1,0.0005
25,270,250,0.8839,0.41126083984375,1,0.0005
26,280,260,0.8788,0.4125384765625,1,0.0005
27,290,270,0.8944,0.350540087890625,1,0.0005
28,300,280,0.8943,0.3479131103515625,1,0.0005
29,310,290,0.8887,0.358005810546875,1,0.0005
30,320,300,0.8937,0.3560642822265625,1,0.0005
31,330,310,0.8988,0.3462158935546875,1,0.0005
32,340,320,0.905,0.3224622314453125,1,0.0005
33,350,330,0.8961,0.3468135986328125,1,0.0005
34,360,340,0.9062,0.3119585205078125,1,0.0005
35,370,350,0.8996,0.3290505126953125,1,0.0005
36,380,360,0.9076,0.3183754150390625,1,0.0005
37,390,370,0.9097,0.299730078125,1,0.0005
38,400,380,0.9128,0.303800732421875,1,0.0005
39,410,390,0.9096,0.317175732421875,1,0.0005
40,420,400,0.9174,0.2798069091796875,1,0.0005
41,430,410,0.9144,0.2985336181640625,1,0.0005
42,440,420,0.9187,0.279187109375,1,0.0005
43,450,430,0.9211,0.2675674072265625,1,0.0005
44,460,440,0.9254,0.2547564208984375,1,0.0005
45,470,450,0.9205,0.2641156005859375,1,0.0005
46,480,460,0.9265,0.2421286865234375,1,0.0005
47,490,470,0.9239,0.2490999755859375,1,0.0005
48,500,480,0.9197,0.25662041015625,1,0.0005
49,510,490,0.9253,0.25700234375,1,0.0005
50,520,500,0.9236,0.2515231201171875,1,0.0005
51,530,510,0.9275,0.236708349609375,1,0.0005
52,540,520,0.935,0.224865283203125,1,0.0005
53,550,530,0.9371,0.214173388671875,1,0.0005
54,560,540,0.9319,0.2229249755859375,1,0.0005
55,570,550,0.931,0.22309091796875,1,0.0005
56,580,560,0.9335,0.2278973876953125,1,0.0005
57,590,570,0.9359,0.2095416748046875,1,0.0005
58,600,580,0.9361,0.20134462890625,1,0.0005
59,610,590,0.9439,0.19282242431640625,1,0.0005
60,620,600,0.9366,0.2096361572265625,1,0.0005
61,630,610,0.9427,0.19623939208984376,1,0.0005
62,640,620,0.9397,0.2004048828125,1,0.0005
63,650,630,0.9346,0.2095597900390625,1,0.0005
64,660,640,0.9388,0.19782830810546875,1,0.0005
65,670,650,0.9382,0.1968650634765625,1,0.0005
66,680,660,0.9389,0.19815059814453126,1,0.0005
67,690,670,0.9361,0.2046534912109375,1,0.0005
68,700,680,0.9334,0.217200927734375,1,0.0005
69,710,690,0.9398,0.204404248046875,1,0.0005
70,720,700,0.9376,0.2022057373046875,1,0.0005
71,730,710,0.9442,0.18562525634765625,1,0.0005
72,740,720,0.939,0.20045333251953126,1,0.0005
73,750,730,0.936,0.20166983642578126,1,0.0005
74,760,740,0.9415,0.19133681640625,1,0.0005
75,770,750,0.9328,0.2328326416015625,1,0.0005
76,780,760,0.94,0.1996271240234375,1,0.0005
77,790,770,0.9383,0.1968578369140625,1,0.0005
78,800,780,0.9426,0.18491334228515624,1,0.0005
79,810,790,0.9455,0.18534267578125,1,0.0005
80,820,800,0.9446,0.192655712890625,1,0.0005
81,830,810,0.9441,0.184582666015625,1,0.0005
82,840,820,0.9449,0.18193133544921875,1,0.0005
83,850,830,0.9457,0.1720991455078125,1,0.0005
84,860,840,0.9489,0.16945760498046875,1,0.0005
85,870,850,0.9489,0.1674148681640625,1,0.0005
86,880,860,0.9517,0.16290782470703125,1,0.0005
87,890,870,0.943,0.1773278564453125,1,0.0005
88,900,880,0.9452,0.17788673095703125,1,0.0005
89,910,890,0.9477,0.17030926513671876,1,0.0005
90,920,900,0.9468,0.17525697021484374,1,0.0005
91,930,910,0.947,0.1737973388671875,1,0.0005
92,940,920,0.9539,0.15479842529296875,1,0.0005
93,950,930,0.9481,0.1717011962890625,1,0.0005
94,960,940,0.9497,0.16036728515625,1,0.0005
95,970,950,0.9525,0.1552739501953125,1,0.0005
96,980,960,0.9462,0.1737623291015625,1,0.0005
97,990,970,0.9498,0.17008726806640626,1,0.0005
98,1000,980,0.9519,0.1583913818359375,1,0.0005
99,1010,990,0.9511,0.16302530517578126,1,0.0005
100,1020,1000,0.9511,0.16569334716796874,1,0.0005
