step,acquired,acquired_from_pool,test_rmse,K,inference_method,acquisition,upper_bound_rmse
0,20,0,0.26824179784175134,129,analytic,trace,0.19916705211564864
1,30,10,0.2644954014398218,129,analytic,trace,0.19916705211564864
2,40,20,0.24726314424111007,129,analytic,trace,0.19916705211564864
3,50,30,0.24273626336970647,129,analytic,trace,0.19916705211564864
4,60,40,0.24239541478620216,129,analytic,trace,0.19916705211564864
5,70,50,0.2411365807710176,129,analytic,trace,0.19916705211564864
6,80,60,0.24264335123476494,129,analytic,trace,0.19916705211564864
7,90,70,0.2399121950383619,129,analytic,trace,0.19916705211564864
8,100,80,0.23992212685187042,129,analytic,trace,0.19916705211564864
9,110,90,0.23914651301555706,129,analytic,trace,0.19916705211564864
10,120,100,0.2379899448867273,129,analytic,trace,0.19916705211564864
11,130,110,0.23500103889398022,129,analytic,trace,0.19916705211564864
12,140,120,0.23555730957401852,129,analytic,trace,0.19916705211564864
13,150,130,0.23467747149012835,129,analytic,trace,0.19916705211564864
14,160,140,0.2353770350582497,129,analytic,trace,0.19916705211564864
15,170,150,0.23490331081040025,129,analytic,trace,0.19916705211564864
16,180,160,0.23450166369012715,129,analytic,trace,0.19916705211564864
17,190,170,0.233866938914391,129,analytic,trace,0.19916705211564864
18,200,180,0.2335737554151793,129,analytic,trace,0.19916705211564864
19,210,190,0.2337223517238189,129,analytic,trace,0.19916705211564864
20,220,200,0.23364728692518558,129,analytic,trace,0.19916705211564864
21,230,210,0.23215222014943665,129,analytic,trace,0.19916705211564864
22,240,220,0.23162912334430227,129,analytic,trace,0.19916705211564864
23,250,230,0.23216416647560514,129,analytic,trace,0.19916705211564864
24,260,240,0.23261780869459456,129,analytic,trace,0.19916705211564864
25,270,250,0.23299077696002798,129,analytic,trace,0.19916705211564864
26,280,260,0.23170233421285918,129,analytic,trace,0.19916705211564864
27,290,270,0.2315328612104824,129,analytic,trace,0.19916705211564864
28,300,280,0.23020446711497042,129,analytic,trace,0.19916705211564864
29,310,290,0.23121087084493885,129,analytic,trace,0.19916705211564864
30,320,300,0.23192750205815935,129,analytic,trace,0.19916705211564864
31,330,310,0.23124347541471305,129,analytic,trace,0.19916705211564864
32,340,320,0.23041428381829976,129,analytic,trace,0.19916705211564864
33,350,330,0.2305796978710669,129,analytic,trace,0.19916705211564864
34,360,340,0.23041511028332104,129,analytic,trace,0.19916705211564864
35,370,350,0.22997628529236444,129,analytic,trace,0.19916705211564864
36,380,360,0.22957499370439935,129,analytic,trace,0.19916705211564864
37,390,370,0.22969391997830504,129,analytic,trace,0.19916705211564864
38,400,380,0.23051824680353397,129,analytic,trace,0.19916705211564864
39,410,390,0.23029376831899404,129,analytic,trace,0.19916705211564864
40,420,400,0.23024350221558915,129,analytic,trace,0.19916705211564864
41,430,410,0.23004923683243875,129,analytic,trace,0.19916705211564864
