step,acquired,acquired_from_pool,test_accuracy,test_loss,attempt,weight_decay_used
0,20,0,0.59,1.9081421875,0,1e-06
1,30,10,0.6128,1.723844921875,0,1e-06
2,40,20,0.6253,1.4672525390625,0,1e-06
3,50,30,0.6407,1.584765625,0,1e-06
4,60,40,0.652,1.353543359375,0,1e-06
5,70,50,0.6664,1.49090400390625,0,1e-06
6,80,60,0.633,1.4786041015625,0,1e-06
7,90,70,0.6602,1.59027041015625,0,1e-06
8,100,80,0.6377,1.702802734375,0,1e-06
9,110,90,0.6403,1.42804111328125,0,1e-06
10,120,100,0.6522,1.54166005859375,0,1e-06
11,130,110,0.6523,1.59711298828125,0,1e-06
12,140,120,0.6717,1.4358828125,0,1e-06
13,150,130,0.6589,1.4082478515625,0,1e-06
14,160,140,0.6814,1.2394748046875,0,1e-06
15,170,150,0.6818,1.453903515625,0,1e-06
16,180,160,0.6683,1.25474951171875,0,1e-06
17,190,170,0.6884,1.1388603515625,0,1e-06
18,200,180,0.6777,1.17298408203125,0,1e-06
19,210,190,0.6653,1.27361328125,0,1e-06
20,220,200,0.6701,1.1749677734375,0,1e-06
21,230,210,0.6923,1.06359873046875,0,1e-06
22,240,220,0.6973,1.107042578125,0,1e-06
23,250,230,0.6886,1.2129595703125,0,1e-06
24,260,240,0.4828,1.41231875,0,1e-06
25,270,250,0.6494,0.91522265625,0,1e-06
26,280,260,0.6498,1.0070974609375,0,1e-06
27,290,270,0.6894,1.0681775390625,0,1e-06
28,300,280,0.7037,0.959895703125,0,1e-06
29,310,290,0.6672,1.3074,0,1e-06
30,320,300,0.6721,1.12067802734375,0,0.0001
31,330,310,0.6646,1.13109697265625,0,0.0001
32,340,320,0.6446,1.2665091796875,0,0.0001
33,350,330,0.6616,1.2163818359375,0,0.0001
34,360,340,0.6678,1.2268037109375,0,0.0001
35,370,350,0.7121,1.06130390625,0,0.0001
36,380,360,0.7022,1.04254345703125,0,0.0001
37,390,370,0.6472,1.28949931640625,0,0.0001
38,400,380,0.6932,0.95131552734375,0,0.0001
39,410,390,0.6869,1.0000294921875,0,0.0001
40,420,400,0.7062,1.02352412109375,0,0.0001
41,430,410,0.6446,1.2913181640625,0,0.0001
42,440,420,0.7024,0.97001552734375,0,0.0001
43,450,430,0.6785,1.16453349609375,0,0.0001
44,460,440,0.6498,1.155656640625,0,0.0001
45,470,450,0.6902,1.0713474609375,0,0.0001
46,480,460,0.6838,1.06855771484375,0,0.0001
47,490,470,0.6552,1.20927724609375,0,0.0001
48,500,480,0.7145,0.88906591796875,0,0.0001
49,510,490,0.7128,0.90008046875,0,0.0001
50,520,500,0.5809,0.97172890625,0,0.0001
51,530,510,0.7276,0.71861640625,0,0.0001
52,540,520,0.7202,0.8269126953125,0,0.0001
53,550,530,0.7327,0.7580916015625,0,0.0001
54,560,540,0.7385,0.7542759765625,0,0.0001
55,570,550,0.713,0.79029677734375,0,0.0001
56,580,560,0.6971,0.922134375,0,0.0001
57,590,570,0.745,0.79356435546875,0,0.0001
58,600,580,0.7418,0.812187841796875,0,0.0001
59,610,590,0.7285,0.808061376953125,0,0.0001
60,620,600,0.7325,0.756933203125,0,0.0005
61,630,610,0.727,0.7817828125,0,0.0005
62,640,620,0.755,0.79389228515625,0,0.0005
63,650,630,0.7408,0.803149365234375,0,0.0005
64,660,640,0.7345,0.784321337890625,0,0.0005
65,670,650,0.7329,0.80535498046875,0,0.0005
66,680,660,0.7298,0.791280322265625,0,0.0005
67,690,670,0.7598,0.72304345703125,0,0.0005
68,700,680,0.7351,0.83368095703125,0,0.0005
69,710,690,0.7624,0.7263125,0,0.0005
70,720,700,0.7615,0.6992345703125,0,0.0005
71,730,710,0.7471,0.77505341796875,0,0.0005
72,740,720,0.775,0.731176611328125,0,0.0005
73,750,730,0.7767,0.69092421875,0,0.0005
74,760,740,0.7262,0.81896865234375,0,0.0005
75,770,750,0.6192,0.99401923828125,0,0.0005
76,780,760,0.7476,0.6886015625,0,0.0005
77,790,770,0.768,0.63789814453125,0,0.0005
78,800,780,0.7128,0.699688916015625,0,0.0005
79,810,790,0.7579,0.691777685546875,0,0.0005
80,820,800,0.7621,0.66576455078125,0,0.0005
81,830,810,0.7629,0.635132958984375,0,0.0005
82,840,820,0.7664,0.6997599609375,0,0.0005
83,850,830,0.7755,0.71088916015625,0,0.0005
84,860,840,0.7697,0.7496912109375,0,0.0005
85,870,850,0.7804,0.630277490234375,0,0.0005
86,880,860,0.7687,0.67129375,0,0.0005
87,890,870,0.7642,0.7189642578125,0,0.0005
88,900,880,0.7415,0.75473662109375,0,0.0005
89,910,890,0.7585,0.7861041015625,0,0.0005
90,920,900,0.777,0.751313427734375,0,1e-06
91,930,910,0.7668,0.6965865234375,0,1e-06
92,940,920,0.7859,0.698246533203125,0,1e-06
93,950,930,0.7852,0.657277978515625,0,1e-06
94,960,940,0.7982,0.65565771484375,0,1e-06
95,970,950,0.752,0.7703095703125,0,1e-06
96,980,960,0.7871,0.671813916015625,0,1e-06
97,990,970,0.7635,0.745343994140625,0,1e-06
98,1000,980,0.7857,0.745527880859375,0,1e-06
99,1010,990,0.7712,0.7173751953125,0,1e-06
100,1020,1000,0.7892,0.654564208984375,0,1e-06
