step,acquired,acquired_from_pool,test_rmse,K,inference_method,acquisition,upper_bound_rmse
0,20,0,0.25807446917629223,129,vi_full,trace,0.2021536570884107
1,30,10,0.2536152563277444,129,vi_full,trace,0.2021536570884107
2,40,20,0.25218047155633405,129,vi_full,trace,0.2021536570884107
3,50,30,0.25744951719948905,129,vi_full,trace,0.2021536570884107
4,60,40,0.257917062129476,129,vi_full,trace,0.2021536570884107
5,70,50,0.25641867543019364,129,vi_full,trace,0.2021536570884107
6,80,60,0.25049444269347076,129,vi_full,trace,0.2021536570884107
7,90,70,0.2510254165729538,129,vi_full,trace,0.2021536570884107
8,100,80,0.2481235929588569,129,vi_full,trace,0.2021536570884107
9,110,90,0.24774899682882168,129,vi_full,trace,0.2021536570884107
10,120,100,0.24834607201317882,129,vi_full,trace,0.2021536570884107
11,130,110,0.24844636383558724,129,vi_full,trace,0.2021536570884107
12,140,120,0.2522906097297569,129,vi_full,trace,0.2021536570884107
13,150,130,0.24956185238145373,129,vi_full,trace,0.2021536570884107
14,160,140,0.2489838234422821,129,vi_full,trace,0.2021536570884107
15,170,150,0.24687007510910472,129,vi_full,trace,0.2021536570884107
16,180,160,0.25023297738058026,129,vi_full,trace,0.2021536570884107
17,190,170,0.2478967779137115,129,vi_full,trace,0.2021536570884107
18,200,180,0.2479335100195716,129,vi_full,trace,0.2021536570884107
19,210,190,0.24969020844901488,129,vi_full,trace,0.2021536570884107
20,220,200,0.2517079742417292,129,vi_full,trace,0.2021536570884107
21,230,210,0.2519934584964459,129,vi_full,trace,0.2021536570884107
22,240,220,0.25194074824251833,129,vi_full,trace,0.2021536570884107
23,250,230,0.2510029491236109,129,vi_full,trace,0.2021536570884107
24,260,240,0.24936937062881742,129,vi_full,trace,0.2021536570884107
25,270,250,0.2474893858203822,129,vi_full,trace,0.2021536570884107
26,280,260,0.24714497698403157,129,vi_full,trace,0.2021536570884107
27,290,270,0.2466680996140107,129,vi_full,trace,0.2021536570884107
28,300,280,0.24525181375157556,129,vi_full,trace,0.2021536570884107
29,310,290,0.2454388906091239,129,vi_full,trace,0.2021536570884107
